age,income,visits,rating,engagement,location,product_type,season,target
18.0,78129.0,12.0,3.7416957280965053,16.05,Urban,C,Spring,7307.38
41.0,87663.0,8.0,4.2328217480293935,72.19,Urban,D,Summer,7910.46
40.0,130741.0,9.0,3.8457594223103033,37.68,Suburban,B,Winter,7006.6
30.0,77662.0,9.0,4.1090910486498835,15.98,Suburban,D,Autumn,5078.44
47.0,68765.0,7.0,4.788098911187326,25.41,Urban,A,Summer,6564.4
21.0,47899.0,6.0,2.9736818598072,16.09,Rural,D,Summer,5333.51
49.0,43007.0,10.0,3.358663618941421,8.13,Suburban,B,Winter,5252.26
37.0,97258.0,7.0,3.4464871125541943,29.31,Urban,B,Summer,7293.46
31.0,96330.0,12.0,4.14767496124575,43.03,Rural,B,Spring,7668.11
35.0,34944.0,6.0,3.754168118374334,18.56,Rural,A,Spring,5700.53
34.0,85952.0,4.0,2.776354013895386,62.3,Suburban,C,Autumn,8650.7
50.0,82884.0,9.0,3.8356148086122284,,Urban,B,Summer,7357.66
22.0,34307.0,5.0,4.630957117885766,,Suburban,C,Autumn,8065.7
26.0,78451.0,8.0,3.7788795838919973,9.46,Rural,D,Winter,4546.03
47.0,35427.0,8.0,4.183151001088549,70.05,Rural,A,Autumn,7634.77
28.0,30000.0,2.0,4.351773121399716,27.95,Urban,D,Autumn,6076.51
46.0,55268.0,6.0,4.37449955991427,21.21,Urban,C,Winter,7342.52
55.0,68112.0,9.0,3.9817717088400526,31.07,Rural,A,Winter,6086.18
30.0,56526.0,9.0,2.7743448035670473,23.69,Rural,A,Summer,6019.62
43.0,200000.0,8.0,3.758554706508655,32.2,Suburban,A,Winter,6018.4
21.0,72361.0,4.0,3.382597948891456,24.7,Rural,D,Spring,5727.06
44.0,64445.0,7.0,3.333460131529817,43.24,Urban,D,Spring,6655.69
37.0,74220.0,8.0,3.5180294279367685,30.33,Suburban,A,Summer,6300.0
41.0,48018.0,7.0,4.1811108391957905,15.69,Rural,D,Winter,4993.74
27.0,95296.0,7.0,3.541632592787248,32.06,Suburban,B,Summer,7183.07
18.0,71718.0,7.0,,23.28,Urban,C,Winter,7374.18
41.0,70094.0,6.0,4.4339521306116305,25.21,Suburban,D,Autumn,5609.72
18.0,43824.0,6.0,3.1854421535957074,30.35,Rural,B,Autumn,6885.31
31.0,30000.0,7.0,4.473821118453924,5.97,Suburban,A,Spring,4795.35
46.0,46598.0,10.0,4.099292872957587,27.54,Rural,D,Autumn,5755.55
37.0,68962.0,9.0,4.1127935653688565,48.06,Suburban,A,Summer,7108.33
58.0,47937.0,4.0,3.559372834546677,39.83,Suburban,C,Spring,8074.9
47.0,69277.0,10.0,3.21531406701087,31.81,Suburban,A,Spring,6166.69
27.0,53307.0,10.0,3.9598713465652895,31.58,Urban,B,Summer,7502.9
35.0,74257.0,5.0,4.263029820620278,36.35,Urban,D,Spring,6546.22
34.0,36739.0,6.0,4.64696852092355,42.4,Urban,C,Summer,8793.69
18.0,65936.0,6.0,3.8259206269352597,21.6,Suburban,D,Autumn,5398.34
24.0,43457.0,5.0,2.567150197965118,7.98,Suburban,C,Spring,6248.3
28.0,30000.0,8.0,,45.64,Suburban,D,Autumn,6519.05
18.0,55129.0,7.0,3.6714186112358425,43.45,Suburban,B,Spring,7528.13
36.0,129076.0,4.0,3.776077366938569,42.0,Suburban,D,Spring,6413.77
32.0,30000.0,4.0,3.9184844927136777,20.93,Rural,C,Spring,7363.36
18.0,63557.0,11.0,3.7178152391424932,39.46,Rural,B,Autumn,7345.12
40.0,89214.0,7.0,4.263603268264573,14.68,Suburban,C,Spring,6933.26
44.0,189097.0,9.0,4.889650600859178,26.73,Urban,A,Autumn,6398.91
38.0,46795.0,4.0,2.883268653860199,48.49,Rural,A,Spring,6902.19
31.0,43652.0,8.0,3.3215431285666597,27.39,Suburban,C,Autumn,7379.97
42.0,33411.0,12.0,3.407212653912569,29.43,Suburban,D,Summer,5922.53
43.0,105901.0,10.0,4.160296351099856,7.34,Urban,C,Spring,6659.79
39.0,38805.0,,4.285581514307486,19.98,Suburban,C,Winter,6965.42
25.0,49747.0,10.0,3.4173745874681347,57.88,Urban,C,Autumn,8903.47
38.0,30000.0,6.0,3.253781775810094,26.08,Urban,D,Autumn,5767.83
49.0,93152.0,7.0,3.4361266942401376,11.11,Rural,D,Summer,4988.2
28.0,106844.0,2.0,4.522361244929631,18.73,Rural,C,Summer,7511.98
60.0,91390.0,9.0,3.9424548196425335,57.41,Urban,B,Winter,8055.17
29.0,30000.0,4.0,4.590791404766334,23.26,Suburban,D,Spring,5721.0
35.0,81111.0,7.0,3.6079467600220805,76.6,Rural,C,Summer,9554.97
27.0,30000.0,2.0,4.317898591146696,23.9,Urban,A,Winter,6028.37
38.0,61637.0,4.0,,51.92,Urban,C,Spring,8701.83
18.0,66339.0,3.0,5.0,32.28,Urban,C,Winter,8081.7
28.0,69919.0,,3.636183103882702,8.92,Rural,C,Summer,6684.78
22.0,78223.0,12.0,4.2623594441387525,50.48,Suburban,C,Autumn,8500.04
37.0,59634.0,13.0,2.798009835305326,24.61,Rural,D,Winter,5310.29
47.0,30000.0,7.0,4.363434557139154,46.71,Suburban,C,Winter,8152.76
43.0,78242.0,16.0,3.479383059506239,43.64,Suburban,D,Summer,6534.08
18.0,62869.0,8.0,3.657672670835637,75.04,Urban,B,Summer,9018.23
60.0,38127.0,8.0,3.4388013753738993,,Urban,B,Summer,6892.16
39.0,30000.0,9.0,4.395608291905986,46.38,Suburban,C,Autumn,8295.53
26.0,129316.0,7.0,3.383435937660688,62.91,Urban,A,Spring,7727.79
37.0,110819.0,6.0,4.129054272102941,8.05,Suburban,D,Winter,4343.41
37.0,85219.0,8.0,4.295306604481632,11.6,Urban,D,Summer,5370.77
27.0,42696.0,13.0,3.733279161056454,30.83,Rural,B,Spring,7101.66
37.0,30000.0,5.0,3.2259462853643748,46.78,Suburban,C,Winter,7995.35
28.0,87758.0,8.0,4.194839177113024,42.06,Suburban,C,Winter,8021.57
30.0,71922.0,7.0,5.0,47.24,Rural,B,Autumn,7836.8
27.0,49646.0,6.0,3.994110895312714,46.49,Rural,C,Summer,8668.43
18.0,105072.0,6.0,4.799511609609834,51.47,Urban,D,Autumn,7152.69
37.0,91491.0,6.0,3.573308696945588,23.57,Suburban,B,Autumn,6458.01
42.0,65385.0,7.0,3.782093221969902,29.3,Suburban,D,Spring,5840.28
41.0,60933.0,15.0,4.170173354904967,31.26,Suburban,B,Summer,7183.74
45.0,61420.0,4.0,3.271937444722074,58.59,Rural,C,Winter,8509.88
39.0,84118.0,4.0,4.284760619145019,51.5,Urban,C,Winter,8641.31
29.0,38998.0,,3.6928751351727245,38.72,Suburban,A,Summer,6708.39
45.0,74087.0,8.0,3.3327812822296057,50.67,Urban,A,Spring,7231.57
19.0,37786.0,4.0,3.592013214674735,29.48,Urban,B,Spring,7236.4
24.0,116807.0,7.0,4.358195636732627,32.72,Rural,C,Summer,8200.17
23.0,78125.0,9.0,4.515687376178736,32.78,Suburban,A,Autumn,6344.18
48.0,42442.0,8.0,4.131670204509701,53.95,Urban,A,Summer,7590.13
46.0,62336.0,11.0,4.292533461811101,30.24,Suburban,D,Summer,6096.12
41.0,39070.0,12.0,4.492173225208009,31.49,Rural,B,Autumn,7058.06
48.0,127014.0,9.0,4.028495175490239,48.64,Urban,B,Spring,8026.68
24.0,134785.0,13.0,3.0068110437585673,70.68,Urban,D,Winter,7342.68
39.0,84805.0,8.0,4.18625731635226,42.84,Suburban,D,Spring,6481.44
33.0,130396.0,8.0,3.1204012217542347,23.17,Suburban,B,Spring,6535.04
45.0,64595.0,11.0,2.4930617374730693,36.36,Rural,B,Summer,7270.86
34.0,87707.0,8.0,3.998452427058205,16.74,Rural,D,Spring,5342.85
30.0,110455.0,4.0,4.198221597808983,12.51,Rural,C,Spring,6916.25
41.0,59702.0,8.0,3.606241422475558,27.5,Suburban,D,Spring,5724.95
46.0,62041.0,9.0,4.778332335574868,35.3,Suburban,D,Winter,5991.91
27.0,95495.0,10.0,3.0833922389063484,,Urban,B,Spring,7180.06
34.0,82723.0,7.0,4.271192387144137,49.5,Suburban,C,Winter,8282.17
22.0,41039.0,9.0,3.909727258902254,44.99,Rural,D,Spring,6672.57
18.0,30000.0,10.0,3.560533041366726,24.35,Suburban,C,Autumn,7290.16
37.0,54843.0,6.0,4.137025644146773,27.65,Rural,B,Summer,7119.83
42.0,30000.0,10.0,3.8567109450698,68.88,Suburban,C,Summer,9224.17
38.0,36479.0,5.0,4.234659024716242,3.25,Suburban,C,Spring,5906.3
18.0,38671.0,7.0,4.010241967854617,32.79,Urban,D,Spring,6398.68
31.0,45057.0,5.0,4.150564618698908,54.88,Urban,B,Summer,8420.78
18.0,90239.0,13.0,3.827664575366993,29.67,Urban,D,Spring,6243.73
51.0,100593.0,9.0,3.484625402966924,40.11,Suburban,B,Autumn,7175.56
22.0,77217.0,6.0,3.4484826154437043,63.03,Suburban,D,Spring,7130.44
50.0,82146.0,8.0,4.220643441495801,43.97,Rural,B,Summer,7813.45
46.0,83122.0,7.0,3.1849859876330036,39.84,Rural,B,Autumn,7219.91
24.0,30000.0,15.0,4.770642535653221,24.66,Urban,C,Spring,7937.24
21.0,60180.0,9.0,4.259645856387584,42.77,Suburban,B,Winter,7309.84
39.0,30000.0,7.0,4.116850482801864,58.68,Suburban,C,Summer,8960.07
25.0,77232.0,3.0,4.309033564051438,35.0,Urban,C,Winter,8062.62
36.0,30000.0,6.0,4.390335839006131,28.49,Suburban,A,Autumn,6071.29
29.0,54709.0,6.0,3.430409392311782,36.67,Rural,C,Summer,8191.67
18.0,78738.0,19.0,3.9463222358600083,51.79,Suburban,D,Spring,6840.87
18.0,34239.0,6.0,3.7136391284363097,66.44,Urban,C,Spring,9371.48
38.0,96844.0,5.0,3.9346250260776716,26.84,Urban,B,Autumn,6979.18
28.0,77135.0,6.0,3.924831152332042,45.82,Urban,B,Autumn,7799.25
28.0,72433.0,5.0,3.2946135358439714,8.52,Urban,A,Spring,5160.63
43.0,84881.0,5.0,4.384474879643498,,Suburban,D,Winter,6113.11
49.0,50031.0,8.0,3.362219202194547,48.43,Rural,B,Spring,7697.98
32.0,64599.0,12.0,4.399556268629226,12.42,Urban,B,Spring,6372.99
31.0,60176.0,4.0,3.3646871350013567,45.54,Urban,B,Spring,7830.59
41.0,59500.0,9.0,3.8632513811081,13.21,Urban,C,Spring,7060.43
19.0,42787.0,7.0,2.798811362410843,46.34,Urban,B,Winter,7546.04
38.0,32168.0,10.0,3.438628992816725,57.01,Suburban,B,Autumn,7773.22
42.0,50593.0,6.0,3.414254799207696,16.54,Urban,B,Spring,6456.67
43.0,49219.0,10.0,4.270161277545861,44.71,Urban,D,Spring,6858.77
18.0,41425.0,,3.990794009019978,18.86,Suburban,D,Winter,5124.87
26.0,91677.0,4.0,3.5962306000809647,18.11,Suburban,A,Autumn,5459.11
24.0,33319.0,8.0,3.9574779245245804,39.08,Rural,C,Autumn,8100.46
36.0,54954.0,,4.31224432478419,38.93,Suburban,D,Winter,6079.2
41.0,107277.0,,4.493567443910208,23.12,Suburban,A,Spring,5963.01
53.0,94331.0,9.0,3.7375651214652903,29.16,Urban,B,Winter,6905.83
29.0,109990.0,10.0,2.7619238253374796,27.89,Urban,D,Spring,5993.41
29.0,44561.0,7.0,3.924044506520849,42.88,Suburban,B,Spring,7512.99
49.0,88623.0,5.0,4.179640816387044,17.14,Suburban,D,Winter,4985.25
39.0,35190.0,6.0,4.178000117433009,37.73,Rural,C,Autumn,8029.95
50.0,52160.0,7.0,4.584254546793538,30.37,Suburban,D,Summer,6153.37
38.0,54673.0,8.0,3.6818031898813803,13.28,Urban,D,Summer,5378.4
21.0,44895.0,10.0,3.9435498914126845,43.0,Suburban,A,Spring,6802.64
19.0,49966.0,7.0,,29.73,Rural,A,Spring,6337.73
18.0,46785.0,9.0,4.974311401800143,29.77,Urban,D,Winter,6156.81
43.0,36637.0,6.0,5.0,21.98,Rural,D,Summer,5922.28
49.0,91877.0,8.0,4.91056344912042,18.94,Rural,C,Spring,7402.13
57.0,54654.0,15.0,3.9111202158264096,33.92,Urban,D,Summer,6517.92
45.0,66219.0,6.0,3.2112138220103423,44.97,Rural,A,Summer,6943.99
49.0,64983.0,8.0,3.577437231780188,51.6,Urban,D,Summer,7138.69
28.0,61535.0,6.0,3.471219168883654,23.8,Urban,D,Spring,5877.2
21.0,62718.0,7.0,3.703866886602076,27.28,Urban,A,Autumn,6256.48
45.0,51395.0,6.0,,24.03,Suburban,C,Autumn,7442.62
40.0,121686.0,9.0,4.275776675153783,14.08,Rural,B,Winter,5974.35
36.0,87586.0,10.0,3.8719230448584807,19.2,Rural,B,Spring,6509.0
40.0,60427.0,12.0,4.3675606914193486,33.73,Rural,C,Spring,8041.53
39.0,47881.0,9.0,3.32830764688441,46.78,Urban,C,Winter,8314.41
50.0,56421.0,4.0,4.720400980080583,42.02,Rural,A,Winter,6650.89
51.0,73778.0,9.0,2.404200254551311,18.94,Rural,B,Spring,6283.83
42.0,126750.0,6.0,3.478553177084807,30.53,Rural,C,Spring,7764.75
45.0,30136.0,6.0,3.163543075921921,45.14,Rural,D,Autumn,6353.79
41.0,83274.0,4.0,2.953757932611526,23.31,Suburban,D,Spring,5437.31
29.0,105173.0,7.0,4.656310427767851,37.73,Suburban,B,Autumn,7319.32
44.0,30000.0,8.0,4.919314222122006,67.74,Urban,B,Autumn,8651.29
18.0,54689.0,,3.2173395593597633,23.45,Suburban,A,Autumn,5700.68
48.0,35163.0,12.0,3.022850990261358,17.16,Rural,B,Winter,5954.78
21.0,74255.0,3.0,3.21399072537073,43.3,Rural,B,Summer,7709.83
38.0,50052.0,5.0,3.744438806883189,54.2,Suburban,C,Autumn,8483.28
25.0,56102.0,8.0,4.300557617294498,63.49,Suburban,D,Spring,7263.99
42.0,48751.0,13.0,3.7384381916504403,6.1,Suburban,C,Spring,6154.71
35.0,85826.0,9.0,4.407728913400953,63.56,Urban,D,Autumn,7419.4
18.0,67139.0,1.0,3.762861239751846,33.12,Suburban,B,Autumn,6995.22
40.0,67202.0,7.0,3.4017539275944366,29.48,Rural,D,Spring,5894.9
28.0,64881.0,5.0,3.832602837871757,7.58,Suburban,B,Winter,5334.14
46.0,79718.0,7.0,4.714594314780761,20.01,Urban,A,Autumn,5989.92
35.0,52523.0,7.0,5.0,35.91,Urban,D,Autumn,6521.04
40.0,140139.0,4.0,3.938535431191516,16.03,Urban,D,Spring,5476.72
24.0,32293.0,6.0,3.2963011634350874,26.47,Urban,D,Spring,5991.84
28.0,30000.0,7.0,4.0434155487469825,75.62,Rural,D,Autumn,7517.45
29.0,30000.0,6.0,3.4304117613149034,47.33,Rural,A,Autumn,6817.03
45.0,30000.0,9.0,2.953945984756529,11.01,Rural,C,Spring,6561.07
55.0,83833.0,7.0,3.357915096141182,23.76,Rural,D,Spring,5619.27
25.0,78880.0,6.0,4.511215622619108,40.99,Urban,B,Winter,7588.84
48.0,109523.0,9.0,4.443235007250205,36.93,Urban,B,Spring,7637.66
18.0,35302.0,7.0,3.7503277958641728,38.63,Rural,D,Winter,6118.85
21.0,86919.0,9.0,3.6068236963701206,21.06,Rural,B,Summer,6763.92
23.0,61600.0,7.0,3.7433437540620593,34.95,Suburban,B,Spring,7194.47
19.0,65075.0,9.0,2.9451255103669873,25.14,Suburban,B,Summer,6788.14
18.0,81864.0,7.0,3.8581867804467453,37.22,Urban,D,Summer,6713.65
40.0,41022.0,5.0,4.898173759259874,52.59,Urban,D,Spring,7256.78
32.0,200000.0,6.0,3.655633689125495,42.73,Urban,C,Summer,8697.3
40.0,116534.0,9.0,3.4724261280144493,23.93,Suburban,A,Summer,5989.33
43.0,45897.0,9.0,4.625525845542957,46.93,Urban,B,Winter,7763.23
38.0,34705.0,8.0,4.576404624802569,18.83,Rural,C,Winter,7057.79
43.0,57300.0,8.0,4.697652756251846,15.89,Suburban,A,Summer,5713.16
34.0,65587.0,5.0,3.4633155993116382,72.16,Urban,C,Winter,9192.91
21.0,102008.0,15.0,4.03484555949695,8.53,Rural,A,Summer,5243.49
48.0,33378.0,12.0,4.20493145432277,52.59,Rural,D,Summer,7053.62
28.0,69061.0,13.0,4.218938141846545,36.17,Rural,D,Spring,6360.44
24.0,30000.0,9.0,3.6203739090028657,42.85,Rural,C,Spring,8338.96
33.0,74472.0,9.0,3.3283499151389533,30.49,Urban,D,Winter,5877.3
24.0,56741.0,11.0,3.7383738204304366,40.22,Urban,A,Summer,7102.68
30.0,157683.0,15.0,4.3110741089757845,17.41,Suburban,D,Autumn,5218.23
39.0,30000.0,9.0,3.9261894045355867,32.49,Suburban,B,Autumn,6914.04
39.0,118813.0,10.0,5.0,43.21,Urban,D,Autumn,6819.98
24.0,30000.0,6.0,4.428490196939188,27.25,Suburban,C,Spring,7701.49
29.0,30835.0,6.0,3.088165972183802,15.74,Suburban,D,Winter,4774.68
48.0,30000.0,16.0,4.693174585778488,20.84,Suburban,B,Spring,6604.88
41.0,67858.0,8.0,4.927309019621289,48.99,Suburban,B,Spring,7889.6
60.0,33295.0,8.0,2.6699112691779767,46.36,Urban,A,Winter,6726.95
49.0,30511.0,8.0,4.660251138920073,16.08,Rural,D,Summer,5510.72
49.0,66263.0,9.0,3.9802497662449214,61.8,Urban,A,Spring,7690.91
18.0,75048.0,1.0,4.088299351548798,24.13,Rural,D,Spring,5811.29
44.0,61079.0,8.0,3.4437244359913883,16.89,Urban,B,Autumn,6342.16
34.0,55210.0,9.0,4.3737889824064755,50.83,Suburban,D,Summer,6956.18
28.0,149411.0,6.0,3.315126120401061,28.22,Urban,D,Summer,6234.93
37.0,64403.0,10.0,,63.51,Rural,B,Spring,8275.84
46.0,89576.0,7.0,4.212704763490287,20.79,Rural,B,Autumn,6490.27
41.0,64309.0,8.0,4.739742014472013,11.52,Urban,D,Autumn,5150.2
24.0,34581.0,7.0,,27.47,Urban,D,Winter,6015.97
44.0,78822.0,9.0,4.548976902229797,34.14,Rural,C,Autumn,7944.87
27.0,43135.0,5.0,4.440632983256491,34.62,Rural,B,Autumn,7236.6
38.0,57211.0,6.0,5.0,48.51,Suburban,B,Winter,7611.95
31.0,69752.0,10.0,4.55479906529334,58.11,Suburban,C,Summer,9047.75
32.0,30000.0,5.0,3.3255924912363075,30.24,Suburban,D,Autumn,5703.78
44.0,30000.0,6.0,4.375054123758057,59.22,Suburban,A,Autumn,7229.45
23.0,94347.0,6.0,4.233180682938062,4.77,Suburban,B,Autumn,5272.81
58.0,42964.0,11.0,2.8932106181458277,31.14,Suburban,C,Summer,7751.09
18.0,43995.0,4.0,4.122045659011089,16.75,Rural,A,Winter,5426.71
28.0,65070.0,8.0,3.6720112407168655,43.37,Urban,A,Summer,7198.36
39.0,49373.0,5.0,3.3071751724402954,16.84,Urban,D,Summer,5558.59
42.0,73776.0,10.0,3.224738105967928,10.94,Rural,C,Winter,6320.39
34.0,58363.0,9.0,3.99185354400859,39.59,Rural,A,Autumn,6597.29
34.0,66125.0,10.0,3.3773340436647663,56.19,Urban,B,Autumn,8062.52
40.0,42153.0,10.0,3.412032818398331,9.98,Urban,B,Winter,5728.7
32.0,65960.0,8.0,3.5317156712414226,17.64,Suburban,B,Autumn,6136.44
52.0,104041.0,8.0,4.081818630929432,14.02,Urban,A,Spring,5660.96
45.0,45077.0,5.0,4.051832509797981,25.96,Suburban,D,Summer,5851.47
45.0,94623.0,7.0,4.46906128106789,33.21,Urban,B,Winter,7202.16
23.0,58350.0,8.0,3.0782329225300717,,Suburban,C,Spring,8889.58
34.0,86443.0,11.0,4.360786357056744,62.35,Urban,D,Spring,7518.57
31.0,63856.0,8.0,4.067999641539673,70.45,Rural,B,Winter,8287.46
23.0,58882.0,10.0,4.91440017976104,3.8,Rural,A,Spring,4757.38
39.0,71315.0,6.0,4.164678422968795,,Suburban,B,Spring,7251.41
29.0,109842.0,9.0,4.173356313593312,29.47,Suburban,C,Winter,7486.58
43.0,67376.0,6.0,3.990027180272064,16.3,Rural,D,Autumn,5143.16
22.0,76059.0,6.0,4.158857695638695,15.5,Rural,C,Summer,7265.72
56.0,49799.0,11.0,3.4391379458994136,48.24,Urban,A,Summer,7299.78
24.0,131327.0,10.0,4.227116954197247,29.13,Suburban,A,Summer,6416.17
38.0,82468.0,3.0,4.176265340195708,38.04,Urban,D,Summer,6743.76
45.0,62246.0,4.0,4.496121543851061,7.97,Urban,A,Winter,4976.32
28.0,56313.0,10.0,3.5961888968456135,37.02,Suburban,A,Autumn,6356.19
45.0,97631.0,16.0,4.119432166139542,38.79,Suburban,B,Winter,7073.06
20.0,44218.0,9.0,3.7122104268384546,30.4,Urban,C,Autumn,7908.42
52.0,30000.0,8.0,3.569796428803642,66.67,Rural,D,Autumn,7134.51
35.0,62081.0,7.0,3.6122850818660024,22.21,Rural,B,Summer,6771.74
28.0,108554.0,9.0,3.763341190325099,51.4,Suburban,B,Autumn,7691.16
31.0,132675.0,8.0,2.698379806544773,71.99,Suburban,C,Summer,9236.55
45.0,56747.0,5.0,3.559254601204012,42.46,Rural,D,Autumn,6318.8
28.0,61193.0,9.0,,51.06,Suburban,A,Winter,6911.51
26.0,77634.0,11.0,3.5285757884149995,40.82,Urban,A,Autumn,6815.6
32.0,52461.0,5.0,3.0001562804757835,2.37,Urban,D,Spring,4123.77
21.0,77513.0,10.0,2.264146776979559,20.64,Rural,B,Summer,6577.66
57.0,57371.0,6.0,3.6062232364901736,15.47,Suburban,C,Spring,6876.44
28.0,99278.0,,2.9431938136528495,2.38,Urban,B,Summer,5326.0
45.0,85947.0,6.0,5.0,19.63,Urban,C,Autumn,7523.13
38.0,89780.0,11.0,4.2899486062846215,43.84,Suburban,D,Winter,6264.0
23.0,54033.0,9.0,3.164197431752925,57.15,Suburban,D,Spring,6894.99
35.0,156837.0,3.0,4.12872145509369,11.5,Suburban,B,Spring,5967.99
44.0,76264.0,9.0,,5.8,Rural,B,Summer,5603.4
33.0,67755.0,8.0,2.6481842501062305,21.31,Urban,D,Spring,5625.0
49.0,40926.0,9.0,3.4596696081409246,41.92,Suburban,A,Winter,6336.17
47.0,57037.0,,4.376597261283296,46.03,Rural,A,Summer,7158.91
46.0,63398.0,6.0,4.6974988465274246,23.44,Suburban,A,Winter,5721.57
29.0,40383.0,4.0,3.4942014497466505,15.55,Suburban,C,Spring,6901.31
22.0,51732.0,6.0,,35.51,Rural,C,Spring,8042.73
28.0,55111.0,4.0,3.343322301668284,28.84,Suburban,D,Winter,5525.38
37.0,61572.0,5.0,3.991996070793103,38.52,Rural,D,Spring,6384.01
42.0,30000.0,,3.6702743652959193,14.75,Rural,D,Spring,5131.0
18.0,55958.0,11.0,4.03589519844777,17.43,Urban,D,Spring,5629.83
35.0,49579.0,12.0,3.900118451335337,48.07,Rural,D,Autumn,6595.96
37.0,59252.0,8.0,2.6538822452340605,26.27,Urban,A,Winter,5883.96
32.0,100472.0,8.0,3.275740145541646,23.16,Urban,C,Autumn,7466.71
50.0,167075.0,7.0,3.873042487950834,40.19,Rural,A,Autumn,6599.56
40.0,84052.0,3.0,3.0022699437931832,41.73,Urban,C,Autumn,8230.17
51.0,32299.0,7.0,4.436832988180616,15.02,Urban,B,Summer,6656.97
32.0,50377.0,8.0,3.6609996123355337,18.22,Urban,C,Autumn,7231.45
46.0,80659.0,4.0,4.156704673818246,16.72,Rural,D,Winter,5055.69
55.0,76240.0,10.0,2.826738784847447,23.43,Rural,A,Summer,5969.43
51.0,98092.0,17.0,3.3126056386384692,13.59,Urban,A,Summer,5649.5
22.0,57030.0,9.0,4.032855207347803,24.71,Suburban,D,Autumn,5580.7
32.0,49924.0,11.0,4.268438406736838,21.72,Urban,D,Autumn,5726.56
31.0,143805.0,8.0,4.060555315223044,43.35,Urban,A,Summer,7275.04
41.0,61657.0,9.0,2.6279846938103817,51.21,Suburban,A,Winter,6588.31
43.0,36014.0,9.0,4.271088248882039,39.38,Suburban,C,Autumn,8003.36
25.0,125187.0,6.0,3.1182250950560655,34.98,Urban,D,Summer,6511.31
36.0,30000.0,7.0,3.610192429851147,23.11,Urban,C,Winter,7344.11
18.0,30000.0,10.0,2.902705972522497,36.0,Rural,A,Winter,6203.83
52.0,87965.0,7.0,4.29632442424315,23.4,Urban,B,Spring,6993.81
29.0,94405.0,8.0,3.405105779708188,37.14,Urban,A,Summer,6923.06
36.0,73645.0,10.0,3.20478703496431,26.48,Suburban,D,Summer,5783.75
31.0,31219.0,6.0,3.6778635965019406,37.74,Rural,B,Spring,7372.1
49.0,58137.0,3.0,4.402002111388238,16.3,Suburban,D,Winter,4967.89
18.0,52100.0,10.0,4.38945554560111,31.66,Suburban,C,Autumn,7771.97
35.0,45769.0,10.0,3.9377768536545834,18.87,Suburban,B,Summer,6528.17
34.0,121302.0,10.0,4.0647315137913145,13.04,Suburban,C,Autumn,6675.97
30.0,35478.0,14.0,3.7065267701805347,34.85,Suburban,C,Autumn,7772.25
56.0,70126.0,17.0,3.2513106820178095,14.73,Suburban,B,Autumn,5890.64
24.0,108774.0,9.0,4.016752128995983,15.77,Rural,A,Summer,5764.67
44.0,72455.0,11.0,3.0239340211973422,7.0,Urban,C,Winter,6163.86
39.0,111364.0,9.0,3.7034119158233056,4.49,Urban,B,Spring,5540.82
50.0,79369.0,8.0,2.994337032923623,47.66,Urban,D,Winter,6501.21
27.0,74212.0,9.0,2.9093681383720353,17.68,Suburban,C,Summer,7113.22
26.0,71928.0,5.0,4.400361159475394,37.25,Suburban,C,Spring,8143.59
48.0,81367.0,10.0,4.282512998832635,26.15,Rural,D,Winter,5585.8
40.0,49377.0,11.0,4.195511542093241,45.56,Rural,B,Winter,7452.91
18.0,31228.0,6.0,4.266943090817144,1.96,Suburban,D,Autumn,3830.64
29.0,96473.0,6.0,3.4962568081036975,35.79,Urban,B,Winter,7209.9
40.0,107031.0,10.0,3.7588417722257823,20.95,Urban,A,Winter,5749.95
45.0,67913.0,9.0,4.262877274950261,42.96,Suburban,A,Winter,6505.33
27.0,45516.0,7.0,3.6493103758735184,39.85,Rural,C,Autumn,8080.95
18.0,30000.0,10.0,3.7420231375633284,25.97,Rural,A,Summer,6277.63
41.0,62499.0,8.0,3.5541824641262334,29.12,Suburban,C,Summer,7739.54
20.0,30501.0,6.0,2.9244172239319997,15.65,Rural,D,Autumn,5017.22
18.0,30000.0,9.0,4.142443801376809,38.2,Urban,B,Spring,7694.04
18.0,59257.0,9.0,2.766426542691638,13.99,Rural,A,Autumn,5201.81
45.0,40869.0,9.0,3.8581303940776497,31.41,Urban,C,Autumn,7897.81
37.0,71158.0,10.0,3.9476449239394813,43.44,Suburban,A,Winter,6493.88
32.0,55290.0,6.0,4.999369460578211,18.76,Rural,A,Spring,5937.86
52.0,44209.0,5.0,2.7273905101930453,49.32,Urban,D,Winter,6525.77
43.0,30000.0,10.0,3.718370418584556,39.12,Urban,B,Autumn,7449.38
54.0,39087.0,9.0,5.0,8.85,Suburban,C,Summer,6769.63
18.0,39812.0,9.0,3.0102363358738344,14.58,Suburban,B,Spring,6048.9
35.0,32446.0,6.0,2.8394266476163565,40.59,Suburban,B,Summer,7397.29
18.0,50791.0,9.0,3.5572392527315775,17.86,Rural,A,Summer,5823.66
32.0,33738.0,9.0,3.2036428925929656,62.05,Urban,D,Autumn,7177.75
32.0,55167.0,3.0,4.0193666500373375,27.57,Urban,C,Winter,7651.77
43.0,67522.0,7.0,5.0,25.92,Suburban,B,Autumn,6804.29
36.0,39613.0,6.0,3.3701275229803622,23.7,Urban,A,Autumn,5984.29
42.0,74065.0,5.0,3.849848357823928,16.74,Rural,D,Spring,5288.36
43.0,30313.0,11.0,3.387329968080352,28.23,Urban,A,Spring,6317.89
